categoria_id,categoria_nombre,slot_id,slot_nombre,frase
transversal,Transversal,lugar,Lugar,junto a un río
transversal,Transversal,lugar,Lugar,en una plaza
transversal,Transversal,lugar,Lugar,frente a una casa
transversal,Transversal,lugar,Lugar,en la cima de una colina
transversal,Transversal,lugar,Lugar,dentro de un mercado
transversal,Transversal,lugar,Lugar,en una calle vacía
transversal,Transversal,lugar,Lugar,junto a un lago
transversal,Transversal,clima,Clima,bajo el sol
transversal,Transversal,clima,Clima,con lluvia ligera
transversal,Transversal,clima,Clima,en un día nublado
transversal,Transversal,clima,Clima,con viento fuerte
transversal,Transversal,clima,Clima,en una noche estrellada
transversal,Transversal,clima,Clima,con niebla
transversal,Transversal,clima,Clima,en un día caluroso
transversal,Transversal,clima,Clima,con frío intenso
transversal,Transversal,clima,Clima,bajo la luna llena
transversal,Transversal,clima,Clima,con una brisa suave
transversal,Transversal,accion,Acción,mientras camina
transversal,Transversal,accion,Acción,mientras descansa
transversal,Transversal,accion,Acción,mientras observa el horizonte
transversal,Transversal,accion,Acción,mientras conversa
transversal,Transversal,accion,Acción,mientras trabaja
transversal,Transversal,accion,Acción,mientras piensa
transversal,Transversal,accion,Acción,mientras sonríe
transversal,Transversal,accion,Acción,mientras espera
transversal,Transversal,accion,Acción,mientras corre
transversal,Transversal,accion,Acción,mientras duerme
transversal,Transversal,planta,Planta,junto a un árbol
transversal,Transversal,planta,Planta,entre pasto alto
transversal,Transversal,planta,Planta,cerca de flores silvestres
transversal,Transversal,planta,Planta,rodeado de arbustos
transversal,Transversal,planta,Planta,junto a un jardín
transversal,Transversal,planta,Planta,entre hojas caídas
transversal,Transversal,planta,Planta,cerca de un campo de trigo
transversal,Transversal,planta,Planta,junto a una enredadera
transversal,Transversal,comida,Comida,sosteniendo una manzana
transversal,Transversal,comida,Comida,con una taza de agua
transversal,Transversal,comida,Comida,comiendo pan
transversal,Transversal,comida,Comida,sosteniendo una naranja
transversal,Transversal,comida,Comida,con un vaso de leche
transversal,Transversal,comida,Comida,comiendo una galleta
transversal,Transversal,comida,Comida,sosteniendo un plátano
transversal,Transversal,comida,Comida,con un plato de arroz
transversal,Transversal,comida,Comida,sosteniendo una zanahoria
transversal,Transversal,comida,Comida,con un puñado de nueces
transversal,Transversal,accion,Acción,mientras toma una taza de té
transversal,Transversal,accion,Acción,mientras juega tenis
transversal,Transversal,accion,Acción,mientras juega ajedrez
transversal,Transversal,accion,Acción,mientras se pinta las uñas
transversal,Transversal,accion,Acción,mientras teje una bufanda
transversal,Transversal,accion,Acción,mientras toca la guitarra
transversal,Transversal,accion,Acción,mientras baila
transversal,Transversal,accion,Acción,mientras hace yoga
transversal,Transversal,accion,Acción,mientras lee el periódico
transversal,Transversal,accion,Acción,mientras dispara con un arco
transversal,Transversal,accion,Acción,mientras anda en patineta
transversal,Transversal,accion,Acción,mientras toma una siesta en un sillón
fantasia,Fantasía medieval,personaje,Personaje,un elfo
mitologia,Mitología,criatura,Criatura,una medusa
